,Ids,Employer,Name,Salary,From,To,Experience,Schedule,Keys,Description
4897,88995294,ITFB,Senior React разработчик,False,,,Более 6 лет,Полный день,"['javascript', 'typescript', 'react', 'redux', 'css3', 'react.js', 'html']",senior react вёрстка js архитектура react javascript react redux mobx react eslint тестирование jest react webpack gulp js npm css css js css spa react html5 css3 c вёрстка css scss sass less ux ui typescript git mvc jira confluence gitlab
4898,87792768,М,Frontend-разработчик,False,,,От 1 года до 3 лет,Полный день,"['angularjs', 'javascript', 'rxjs', 'typescript']",frontend отчётность управление angular typescript rxjs отчётность управление отчётность отчётность управление управление управление коммуникация маркетплейс логистика закупка ml автоматизация закупка закупка api планирование angular typescript rxjs ооп
4899,88389068,Эра,Web-программист (удаленная работа),True,120000.0,,От 1 года до 3 лет,Полный день,"['битрикс24', 'mysql']",mysql php html javascript php javascript mysql api маркетплейс bitrix ответственность
4900,83402610,WILDBERRIES,Frontend developer (Angular),False,,,От 3 до 6 лет,Полный день,"['angularjs', 'javascript', 'html', 'css']",маркетплейс управление javascript html css angular web вёрстка swagger docker gitlab ci cd
4901,86721549,HOLODILNIK,Middle backend-разработчик,True,180000.0,,От 1 года до 3 лет,Удаленная работа,"['javascript', 'git', 'mysql', 'css', 'jquery', 'html', 'rest', 'vue', 'http']",электроника тестирование архитектура php laravel postgresql mysql микросервис ооп управление git linux solid php laravel mysql gitlab ddd docker
4902,88466458,Первый,Senior Frontend Developer (Angular),True,217500.0,,От 3 до 6 лет,Полный день,"['angular', 'typescript', 'javascript', 'rxjs', 'html', 'css']",frontend senior angular javascript typescript rxjs html css ui angular svg svg git jira scrum
4903,86794001,ДОМ,Node.js разработчик,False,,,От 3 до 6 лет,Полный день,"['node.js', 'javascript', 'postgresql', 'nest.js']",документация js agile scrum js js express js postgresql javascript es5 rest git jira
4904,87978165,Акнауцер,Full Stack PHP / Vue.js разработчик,False,,,От 1 года до 3 лет,Удаленная работа,"['git', 'vue.js', 'php', 'symfony', 'laravel', '1с-битрикс', 'backend', 'frontend', 'html5', 'jquery', 'rest']",saas ux ui архитектура scrum php laravel symfony vue js jquery html5 js rest git ооп mvc архитектура bitrix самостоятельность
4905,86709948,Employcity,Senior Vue.js Developer,False,,,От 3 до 6 лет,Полный день,"['javascript', 'vue.js', 'js', 'b2b']",управление b2b typescript git вёрстка vue js javascript es6+ git страхование agile
4906,87855924,Т1,Frontend/React разработчик (Senior),False,,,От 3 до 6 лет,Полный день,"['javascript', 'react', 'typescript']",https автоматизация управление frontend react senior управление управление управление jira confluence автоматизация react redux css3 html5 javascript typescript javascript typescript css3 html5 react redux git ci cd автоматизация
4907,88418019,Wanted,.Net разработчик,True,,304500.0,От 1 года до 3 лет,Полный день,,микросервис postgresql sql rabbitmq kafka api soap websocket bpm тестирование js sql postgresql rabbit mq redis jenkins docker k8s gitlab jira
4908,78614225,НАТЕКС,WEB-Разработчик для встраиваемых систем,False,,,От 3 до 6 лет,Полный день,"['linux', 'mysql', 'css', 'php', 'python']",fpga arm linux rtos php html css javascript python verilog vhdl управление web тестирование web php python linux sql управление mysql yii laravel html вёрстка css css html css flexbox scss bootstrap linux buildroot bash backend jquery json es6+ api git gitlab ci cd redmine тестирование
4909,88059384,НАЛИТЕК,"Backend-разработчик (Python, Django)",True,180000.0,,От 3 до 6 лет,Полный день,"['python', 'postgresql', 'imageproxy', 'linux', 'git']",backend python django архитектура backend django rest api http api git django celery rabbitmq redis websockets django rest postgresql react next js ос linux pytest imageproxy ci python docker gitlab ci
4910,88564740,Сервис,Middle разработчик React Native,False,,,От 3 до 6 лет,Полный день,['git'],ui react архитектура планирование react react javascript typescript postman swagger архитектура
4912,83293472,Т1,Frontend React (Senior),False,,,От 3 до 6 лет,Удаленная работа,"['git', 'javascript', 'html5', 'css3']",автоматизация управление jira confluence teamcity bitbucket gitlab miro figma mvp senior javascript typescript react redux css3 html5 javascript typescript javascript typescript css3 html5 react redux git ci cd управление
4913,87945750,МТС,Frontend-разработчик Angular (Мой МТС),False,,,От 1 года до 3 лет,Удаленная работа,,iot ai agile frontend angular angular typescript js scss angular js graphql jest devops архитектура страхование
5455,88279322,Digex,Scala Разработчик,False,,,От 1 года до 3 лет,Полный день,"['scala', 'javascript', 'postgresql', 'git', 'playframework', 'html', 'css']",b2b middle scala автоматизация scala playframework scala javascript postgresql html css git confluence kafka rabbitmq playframework liquibase scala
5456,86646688,ФГБУ,"Middle Backend Developer (Python, PostgreSQL, Django), отдел ИРО",False,,,От 1 года до 3 лет,Полный день,"['git', 'python', 'postgresql', 'sql']",визуализация api python алгоритм python sql postgresql orm rest api http rest json git django документация apache airflow jira confluence middle python postgresql django vue js js apache airflow
5458,87784236,Профи,Senior Frontend Developer в команду Front Platform,False,,,От 3 до 6 лет,Удаленная работа,"['typescript', 'react', 'javascript']",архитектура ответственность senior автоматизация senior middle планирование коммуникация js typescript react react senior ci cd react архитектура react js js typescript react js архитектура webpack react
5460,87741639,РусДжет,Middle Backend Developer,False,,,От 3 до 6 лет,Полный день,,backend автоматизация js api js js nestjs typescript docker postgresql gitlab websocket orm ответственность
5461,87935278,2ГИС,Senior Frontend-разработчик в команду Otello,False,,,От 3 до 6 лет,Полный день,"['javascript', 'react', 'typescript']",qa архитектура next js react react typescript jest ios android webview ios swift android kotlin docker ci cd k8s html css figma json тестирование архитектура документация jsx react react typescript webview seo docker k8s gitlab kibana prometheus
5462,88245896,Цифровые,Senior JavaScript developer,False,,,Более 6 лет,Гибкий график,"['javascript', 'git', 'react', 'typescript', 'websockets', 'jest']",senior frontend react typescript webpack javascript es6+ react mobx typescript jest webpack websocket js es6+ react html js css typescript webpack управление ответственность
5463,89040123,Ютревелми,PHP разработчик (Bitrix\Laravel) (удалённо),True,200000.0,250000.0,От 3 до 6 лет,Удаленная работа,"['mysql', 'git', 'javascript', '1с-битрикс', 'ооп', 'php', 'html', 'css', 'laravel', 'symfony']",маркетплейс ответственность php laravel bitrix mysql elasticsearch nodejs rabbitmq redis memcached api api битрикс symfony yii2 js html css mysql git ооп laravel ответственность rest api администрирование web
5464,87896404,Иннотех,Ведущий разработчик по SharePoint,False,,,От 3 до 6 лет,Полный день,,отчётность sql отчётность javascript etl analysis
5467,86413175,AGIMA,PHP-разработчик (Laravel + Bitrix),True,160000.0,,От 3 до 6 лет,Полный день,"['php', 'laravel', 'mysql', 'postgresql', 'elasticsearch', 'mq', 'vue', 'html', 'js', 'css', 'jquery', '1с-битрикс']",retail коммуникация senior php микросервис laravel битрикс laravel bitrix mysql postgresql elasticsearch mq linux документация php ооп soap rest composer битрикс d7 orm frontend html css js jquery npm gulp vue ux
5469,85900417,АЙТИ,Аналитик системный.,True,250000.0,350000.0,От 3 до 6 лет,Полный день,"['rest', 'xml', 'soap', 'json', 'bpmn', 'uml', 'sql', 'бизнес-анализ', 'kafka']",python ruby js микросервис rest rabbitmq kafka документация тестирование нотация моделирование bpmn uml idef jira confluence paas saas виртуализация openstack vmware kubernetes openshift администрирование архитектура enterprise rest soap rabbit mq kafka архитектура figma управление
5470,87125062,СберСпасибо,Разработчик PHP (Bitrix),False,,,От 3 до 6 лет,Полный день,,1с битрикс документация битрикс html css javascript php sql api bitrix bitbucket jira confluence
5471,87371089,ВТБ,Backend разработчик,False,,,От 3 до 6 лет,Полный день,,laravel api api orm sql управление управление управление composer управление управление laravel laravel request vue js rest api git c postgresql mysql redis архитектура php docker
5472,88302843,LEOMAX,Senior PHP-разработчик,False,,,От 3 до 6 лет,Удаленная работа,,senior php архитектура php bitrix laravel php yii2 symfony mysql linix gitlab ci cd docker kubernetes github документация rabbitmq apache kafka javascript html css js react vue
5473,88337985,Торговая,Middle PHP разработчик,True,250000.0,300000.0,От 1 года до 3 лет,Полный день,"['javascript', 'mysql', 'git', 'php', 'php5']",devops qa ответственность 1с логистика отчётность автоматизация fullstack api api php javascript mysql redis vuejs jquery bootstrap git symfony php ооп git mysql
5474,82779024,МФТИ,Программист (PHP-разработчик),True,156600.0,,От 1 года до 3 лет,Гибкий график,"['git', 'mysql', 'php', '1с-битрикс', 'symfony']",php php symfony 1с bitrix highload composer mysql docker docker compose git vue js bootstrap api микросервис npm webpack less sass
5475,88550750,БФТ,Ведущий разработчик Битрикс,False,,,От 3 до 6 лет,Полный день,"['php', 'symfony', 'laravel', 'rest', 'soap', 'api', 'git', '1с-битрикс']",битрикс bitrix symfony laravel ооп mvc api openapi swagger soap git 1с битрикс 1с битрикс js angular react vue linux bash php тестирование страхование
5476,88650533,Bimeister,Frontend developer(Senior)/Angular,False,,,От 3 до 6 лет,Удаленная работа,"['css', 'тестирование', 'typescript', 'javascript', 'angular', 'webgl', 'three.js']",автоматизация управление планирование javascript typescript angular вёрстка dry solid webgl js rxjs websocket css страхование
5477,86536632,МГТС,Ведущий инженер-программист Битрикс24,False,,,От 3 до 6 лет,Полный день,,битрикс24 битрикс24 битрикс php mysql git javascript вёрстка css html rest api
5478,88647623,Лига,Эксперт - разработчик (Форсайт),False,,,От 3 до 6 лет,Полный день,,форсайт etl отчётность форсайт алгоритм bi форсайт форсайт форсайт бюджетирование управление fore моделирование bi форсайт моделирование отчётность git gitlab javascript
5479,81480764,Бюро,DevOps Engineer,False,,,От 3 до 6 лет,Полный день,"['devops', 'ci/cd', 'python', 'javascript', 'mongodb', 'linux', 'spa', 'docker', 'kubernetes', 'postgresql', 'kafka', 'rabbitmq', 'git', 'helm']",devops автоматизация моделирование ci cd моделирование тестирование ci cd управление postgres devops docker kubernetes devops управление ci cd saas spa linux управление git gitlab ci enterprise postgres mongodb kafka rabbitmq python javascript helm
5480,85288508,СалютДевайсы,Инженер BMC,False,,,От 1 года до 3 лет,Полный день,"['bmc', 'ipmi', 'smash', 'linux', 'javascript', 'html5', 'aspeed']",nlp cv bmc windows linux c bmc aspeed тестирование документация bmc bmc bmc html5 javascript bmc ipmi smash rest api bmc bmc документация ос linux jira confluence bmc страхование
5481,88252072,Skillbox,Спикер на курс по Frontend-разработке,False,,,От 3 до 6 лет,Гибкий график,"['обучение', 'git']",frontend html css javascript es6+ javascript javascript typescript js api react css js css redux vue vuex vue vite vue bootstrap c git
5482,78728967,VK,Senior Frontend-разработчик (команда Core Infrastructure),False,,,Более 6 лет,Полный день,['javascript'],github com алгоритм javascript ui ux
5483,84499991,B2B,PHP-разработчик/ PHP Developer (Торговые сервисы),True,190000.0,,От 3 до 6 лет,Полный день,"['php', 'mysql', 'git', 'vagrant', 'ооп', 'веб-программирование']",b2b saas b2b закупка архитектура php mysql redis rabbitmq vue php mysql html css javascript git vagrant ооп github
5484,88822686,СБЕР,Senior Python-разработчика вопросной-ответной системы “Салют”,False,,,От 3 до 6 лет,Полный день,,python nlp ml numpy docker asyncio pytest алгоритм ci cd linux самостоятельность коммуникация nlp tensorflow pytorch js c openshift k8s управление
5485,87769629,Л,Ruby developer,False,,,От 1 года до 3 лет,Полный день,"['postgresql', 'javascript', 'angularjs', 'git', 'php5', 'redis', 'nginx', 'html5', 'ruby', 'mysql', 'ror']",backend ruby ror api ruby dry postgresql redis nginx docker gitlab gitlab ci
5486,88954690,BetBoom,PHP middle developer,False,,,От 1 года до 3 лет,Гибкий график,"['postgresql', 'sql', 'php', 'symfony', 'solid', 'rabbitmq']",backend микросервис ответственность php symfony oop solid postgresql sql sql rabbitmq nats docker ci cd архитектура javascript frontend reactjs vuejs angular
5487,87978698,ЛАНИТ,Ведущий разработчик WebSoft,False,,,От 3 до 6 лет,Полный день,,автоматизация управление javascript sql sql sap администрирование api sap отчётность автоматизация страхование страхование
5488,87906526,Axenix,Разработчик BI(Форсайт),False,,,От 1 года до 3 лет,Полный день,"['форсайт', 'sql']",bi форсайт bi tableau qlik субд oracle sql postgresql mysql teradata javascript sql документация http sql bi bi форсайт bi bi bi ci cd тестирование bi документация архитектура страхование
5489,87995257,Союзснаб,Backend-разработчик,True,180000.0,,От 3 до 6 лет,Удаленная работа,"['api', 'postgresql']",руководитель middle backend erp архитектура agile ci cd тестирование docker kubernetes gitlab sql postgresql mongodb redis kafka rabbitmq javascript angular микросервис ооп api rest docker apache kafka rabbitmq redis sql postgresql orm angular javascript typescript
5490,88753735,Bell,Разработчик Fullstack,False,,,От 3 до 6 лет,Удаленная работа,,frontend js react typescript javascript html css api js vue jest figma postman backend kotlin spring mongodb postgresql kafka rabbitmq ci cd jenkins docker kubernetes helm grafana prometheus kibana openapi web rest api
5492,87522930,Яндекс,Менеджер проектов по работе с рекламными агентствами со знанием SQL,False,,,От 3 до 6 лет,Гибкий график,['sql'],sql excel многозадачность мотивация дашборд sql excel многозадачность python javascript
5494,88405993,Сорб,Программист-разработчик (Full Stack),False,,,От 3 до 6 лет,Полный день,,управление javascript angular angular vue react git php angular typescript c laravel linux websocket
5495,86838583,ПМСОФТ,Консультант по проектированию и внедрению портальных и аналитических систем,True,,130000.0,От 1 года до 3 лет,Полный день,"['pmbok', 'epc']",bi управление управление управление управление отчётность управление управление аудит управление тз управление документация документация тестирование документация грамотность нотация автоматизация документация excel управление agile pmbok нотация моделирование epc гост html css javascript управление гост субд управление строительство энергетика отчётность qlik powerbi ответственность управление
5496,88061643,VK,PHP Developer в команду новых пользователей ВКонтакте,False,,,От 3 до 6 лет,Полный день,"['php', 'javascript']",php sql nosql
5497,88382304,НАО,Разработчик PHP (Laravel) Junior/Middle,False,,,От 1 года до 3 лет,Полный день,"['git', 'веб-программирование']",php middle backend backend php laravel php laravel composer mysql postgresql redis jquery ajax nodejs javascript soap rest wsdl json xml git gitlab ci cd docker linux apache nginx iis http highload react vue документация документация руководитель
5498,87280014,Cosmos,Web-разработчик (PHP/Yii2),False,,,От 1 года до 3 лет,Полный день,"['mysql', 'php', 'html5', 'sql', 'веб-программирование', 'python']",yii2 html css bitrix24 1с документация php mysql html css javascript yii2 laravel symfony git sql архитектура
5499,87458480,Центр,Middle/senior Frontend разработчик (React),False,,,Нет опыта,Удаленная работа,,гис энергетика строительство планирование планирование микросервис ddd коммуникация backend frontend qa тестирование devops frontend frontend web react js react js redux webpack вёрстка sass less git
5500,87971503,АЛЬФАКОМ,Системный аналитик,True,200000.0,,От 3 до 6 лет,Полный день,"['javascript', 'sql', 'soap', 'php5', 'git']",управление jira gitlab ci cd тз тестирование тестирование документация bi mvc api тестирование субд sql sql rest soap json xml xsd js php ci cd jira gitlab git коммуникабельность многозадачность ответственность самостоятельность нейросеть
5501,88578713,Angara,Senior Frontend-Разработчик,False,,,От 3 до 6 лет,Полный день,,js react vuejs vuejs javascript es5 es6 es7 js js typescript ui html5 css3 scss sass webpack vite api api mvc mvp mvvm git linux unix docker devops javascript
5502,88891291,B2B,TeamLead PHP/руководитель команды разработки,True,250000.0,,От 3 до 6 лет,Полный день,,b2b saas b2b закупка php php mysql html css javascript git vagrant ооп документация angular нси архитектура
5503,81468129,АНО,Frontend разработчик (Vue),False,,,От 1 года до 3 лет,Полный день,"['javascript', 'html5', 'vue.js', 'typescript', 'git']",frontend ui vite backend api jira confluence gitlab vue js javascript es6 spa git gitlab api ux html css вёрстка figma typescript docker websocket
5504,88548967,Копирка,Middle Back-end developer,True,150000.0,190000.0,От 1 года до 3 лет,Полный день,,flutter архитектура php mysql javascript yii2 vue js docker linux api ответственность git web
5505,83198595,МФТИ,Frontend-разработчик Vue.js,True,200000.0,250000.0,От 3 до 6 лет,Полный день,"['html', 'vue.js', 'html5', 'css', 'js']",vue js html css js vue js vue js web linux
5506,87830388,Симфософт,PHP разработчик / Тимлид,True,180000.0,,Более 6 лет,Полный день,"['ооп', 'css', 'git', 'sql', 'backend', 'html/css', 'javascript', 'linux']",аудит планирование документация управление php docker postgresql linux git python html css javascript rest grpc gitlab ci cd k8s postgres ответственность администрирование linux многозадачность php
5507,88345119,USETECH,Frontend developer (Angular),False,,,От 3 до 6 лет,Полный день,"['javascript', 'js', 'typescript', 'react.js', 'angularjs', 'vue.js', 'git', 'webpack', 'websocket', 'cors', 'scrum']",senior frontend angular devops pipeline gitlab angular архитектура js тестирование typescript es6 react angular vue git webpack websockets cors selenium управление jira agile devops scrum react vue тестирование english
5508,87992807,KremlinStore,Программист 1С в интернет магазин на базе УТ 11,True,100000.0,,От 1 года до 3 лет,Полный день,,api sql php html ответственность алгоритм 1с html css javascript php windows macos
5510,87278184,Горно,Full-stack разработчик ASP NET,False,,,От 1 года до 3 лет,Полный день,,управление тестирование ответственность документация mvc html css javascript typescript jquery sql git
5512,87536710,Интерфакс,Frontend-разработчик (Angular),False,,,От 1 года до 3 лет,Полный день,"['angularjs', 'html5', 'css3', 'bootstrap', 'sass']",frontend spa ui вёрстка html css scss js rest api angular javascript angular rxjs fullstack api
5515,88538501,Фонд,Frontend-разработчик VueJs,False,,,От 3 до 6 лет,Удаленная работа,"['html5', 'css3', 'javascript']",vuejs вёрстка vuejs rest api вёрстка тз figma frontend js vuejs vuex typescript html5 css3 вёрстка javascript unix bitbucket docker
5516,85197570,Аквариус,Разработчик Bitrix24,False,,,От 3 до 6 лет,Удаленная работа,"['битрикс24', 'bitrix', 'php']",битрикс24 битрикс24 архитектура crm битрикс24 1с документация администрирование битрикс24 битрикс24 битрикс24 битрикс24 php js html css mysql sql битрикс24
5517,88547073,Extyl,Программист PHP (bitrix),True,,170000.0,От 1 года до 3 лет,Удаленная работа,,руководитель самостоятельность коммуникация bitrix управление bitrix24 d7 1с битрикс управление 1с битрикс24 crm битрикс24 ооп mysql js c git api rest soap d7
5518,85665004,билайн,Frontend Angular Developer,False,,,От 1 года до 3 лет,Полный день,"['javascript', 'angularjs', 'node.js']",ai самостоятельность планирование frontend angular web javascript es5 es6+ typescript nodejs angular rxjs css scss webpack webpack http angularjs docker docker compose
5519,88161916,КуулКлевер,Web аналитик,False,,,От 3 до 6 лет,Удаленная работа,,web web отчётность дашборд тз ux firebase javascript sql статистика
5520,88887998,NOMIA,Android developer,False,,,От 1 года до 3 лет,Удаленная работа,"['kotlin', 'android', 'git']",автоматизация android erp android android ui compose архитектура backend kotlin compose rest graphql dagger hilt kotlin kotlin coroutines gitlab github oop solid compose mvp mvvm dagger hilt graphql room graphql
5521,89051554,БиАйЭй,Стажер-разработчик Android,False,,,Нет опыта,Полный день,,стажёр android android планирование коммуникация backend ux ui architecture solid kotlin git
5522,88251411,Пакт,Android разработчик,False,,,От 1 года до 3 лет,Удаленная работа,,kotlin coroutines compose mvvm retrofit socket api git architecture solid android sdk kotlin coroutines compose git самостоятельность android android sdk kotlin coroutines compose git architecture solid самостоятельность ответственность
5523,88747013,Haier,IOS Developer,False,,,От 3 до 6 лет,Полный день,,управление ui swiftui combine spm kotlin ios ios планирование архитектура ui ios swift ios swiftui архитектура jira git ответственность
5524,87960248,1221Системс,Junior Android Developer,False,,,От 1 года до 3 лет,Удаленная работа,,android android документация android kotlin android sdk mvvm git
5525,87923460,РУКЭП,Разработчик Андроид,True,104400.0,174000.0,От 1 года до 3 лет,Удаленная работа,"['android', 'kotlin']",алгоритм алгоритм алгоритм kotlin android android kotlin алгоритм 3d мотивация
5526,88882499,BetBoom,Android developer (middle),False,,,От 3 до 6 лет,Удаленная работа,"['kotlin', 'git', 'android', 'koin']",android middle ui android kotlin kotlin android sdk android solid api rest api socket git kotlin architecture mvvm redux compose kotlin coroutines koin rest api socket realm ui
5527,89011043,Сравни,Middle Android разработчик,False,,,От 3 до 6 лет,Удаленная работа,,api ui ux kotlin compose android kotlin kotlin coroutines hilt ооп android git gradle solid архитектура architecture коммуникабельность внимательность самостоятельность ответственность compose coroutines android jira ci cd figma страхование ответственность
5528,88687606,Волохова,Разработчик Android приложений (WVA affiliate marketing),True,130000.0,150000.0,От 1 года до 3 лет,Полный день,,android sdk kotlin sdk rest kotlin livedata rxjava mvvm coroutines retrofit compose webview
5529,88824391,Фитнес,Android middle специалист,True,,180000.0,От 3 до 6 лет,Полный день,,архитектура ux ui архитектура ci git ооп kotlin gradle coroutines mvvm architecture compose mvvm dagger rxjava kotlin android sdk многопоточность алгоритм ооп git android ооп тестирование
5530,88408282,IT,Android разработчик,True,180000.0,220000.0,От 3 до 6 лет,Удаленная работа,"['android', 'kotlin']",android android kotlin архитектура mvp mvvm architecture android sdk api git ооп solid room figma scrum agile ci cd
5531,88903933,Development,Flutter разработчик (Middle),True,100000.0,,От 1 года до 3 лет,Удаленная работа,"['flutter', 'dart', 'swift', 'kotlin', 'figma']",flutter middle development flutter dart kotlin swift api архитектура mvp mvvm flutter планирование
5532,88450476,X5,Android developer,False,,,От 1 года до 3 лет,Полный день,"['kotlin', 'android']",инвентаризация android kotlin алгоритм ооп android sdk архитектура mvvm git многопоточность rest api android architecture livedata room kotlin coroutines socket firebase
5533,88875426,Ансгар,Android разработчик,True,174000.0,,От 3 до 6 лет,Полный день,"['kotlin', 'room', 'rest']",kotlin ос архитектура mvvm mvp architecture ооп coroutines sdk android rest api документация api git jira confluence kotlin compose retrofit room rest api api websockets управление android compose backend api
5534,87941634,Хайретдинов,Android Разработчик (Арбитраж Трафика),True,79107.0,395538.0,От 1 года до 3 лет,Удаленная работа,,android android api unity webview coroutines webview android kotlin retrofit firebase webview самостоятельность android
5535,86385211,Ozon,"Разработчик Android, Приложение продавца",False,,,От 3 до 6 лет,Полный день,"['it', 'android']",маркетплейс ui compose ci cd android kotlin coroutines ui compose
5536,88565832,getmatch,Android Developer,True,,500000.0,От 3 до 6 лет,Полный день,"['android', 'kotlin']",android android api android kotlin android sdk алгоритм
5537,88839055,СБЕР,Android developer OTP,False,,,От 1 года до 3 лет,Полный день,,android android android android sdk kotlin coroutines architecture mvvm алгоритм gradle страхование
5538,87584419,АТОМ,Lead Backend Developer (ATOM HUB),False,,,Более 6 лет,Полный день,"['mom', 'kotlin', 'jvm', 'kafka', 'rabbitmq', 'sql', 'nosql', 'docker']",https com управление управление outstaffing планирование управление kotlin jvm spring sql nosql mom rabbitmq kafka ddd architecture docker ооп коммуникация
5539,88993202,Enjoypro,Android developer,True,240000.0,300000.0,От 3 до 6 лет,Удаленная работа,"['android', 'kotlin']",kotlin mvp mvvm rx
5540,83998015,МТС,Ведущий разработчик Android в KION,False,,,От 3 до 6 лет,Полный день,,android android android архитектура kotlin retrofit room coroutines architecture mvp mvvm solid http rest api json страхование страхование руководитель
5541,88822249,Ростелеком,Android developer (Wink),False,,,От 3 до 6 лет,Полный день,,управление android kotlin retrofit room gitlab ci kotlin coroutines ответственность kotlin architecture mvp mvvm
5542,87538841,Ozon,"Мобильный разработчик Android, Логистика, Курьерское мобильное приложение",False,,,От 3 до 6 лет,Полный день,"['kotlin', 'android', 'mvvm', 'mvp', 'rxjava', 'it']",android kotlin mvvm rxjava dagger android room architecture compose coroutines qa android kotlin mvvm architecture coroutines compose
5650,88822376,Сбер,Разработчик Python,False,,,От 1 года до 3 лет,Полный день,"['python', 'git']",алгоритм автоматизация python fastapi aiohttp elasticsearch kafka unix docker git алгоритм ml python django fastapi aiohttp многопоточность sql алгоритм ml страхование
5651,88085227,Skillbox,Data scientist,False,,,От 1 года до 3 лет,Удаленная работа,"['sql', 'postgresql', 'amocrm']",postgresql etl sql web amocrm postgresql sql тестирование документация confluence jira ml sql bi bi tableau python нейросеть ml
5652,88924744,АНО,ML инженер,False,,,От 1 года до 3 лет,Полный день,,ml алгоритм моделирование алгоритм алгоритм python numpy pandas scikit xgboost catboost pytorch sql bash tensorrt ci cd github
5653,88094055,ЦИТМ,Junior ML Ops Engineer,False,,,От 1 года до 3 лет,Удаленная работа,"['python', 'docker', 'fastapi', 'sql', 'airflow', 'git', 'linux']",алгоритм архитектура python тестирование ml алгоритм python numpy pandas scipy matplotlib keras docker sql gitlab linux api статистика api flask django fastapi визуализация apache superset pytest airflow matlab
5654,88470656,DocuSketch,Python Developer (DevOps trainee),False,,,Нет опыта,Удаленная работа,"['python', 'linux', 'bash', 'ml', 'aws', 'devops', 'ai', 'архитектура']",документация ai ml автоматизация python ai ml devops python bash groovy архитектура python devops python bash linux python
5655,89011365,ЭНИ,Machine learning engineer,False,,,От 1 года до 3 лет,Удаленная работа,,python pytorch numpy scipy pytest linux docker ml linux
5656,88835361,СБЕР,Junior Data Scientist (SberStart),False,,,Нет опыта,Полный день,,статистика ml pyspark sql excel pandas визуализация python sql numpy pandas тестирование
5657,87921386,MOS,Руководитель продуктовой аналитики в Mos.ru,False,,,От 3 до 6 лет,Полный день,,ответственность дашборд отчётность управление hoc отчётность дашборд документация web отчётность коммуникация ответственность руководитель com руководитель планирование руководитель руководитель отчётность ml руководитель
5658,88654783,ReSpec,Разработчик Python / Computer Vision,True,,150000.0,От 1 года до 3 лет,Полный день,"['python', 'opencv', 'yolov8']",управление алгоритм python ml yolov8 opencv
5659,87745762,Rubbles,Python-разработчик (Middle/Senior),True,217500.0,,От 3 до 6 лет,Гибкий график,"['python', 'postgresql', 'sql', 'pyomo', 'flask']",алгоритм python автоматизация web ml python python pytest многопоточность ci cd postgresql hadoop flask django asyncio sqlalchemy автоматизация airflow pyomo docker kubernetes sql pandas ml ml ml
5660,88137291,СБЕР,Стажер Data Scientist,False,,,Нет опыта,Полный день,,коммуникация ml ml алгоритм r алгоритм sql sql sql python алгоритм pyspark sql pandas визуализация nlp архитектура llm pyspark
5661,88812666,SharesPro,Flutter Developer,True,,234900.0,Более 6 лет,Полный день,"['dart', 'flutter', 'git', 'firebase']",ai ml управление flutter flutter dart redux mobx firebase mvp rest json git flutter
5662,88774972,Yakov,ML разработчик,False,,,От 3 до 6 лет,Полный день,"['postgresql', 'docker', 'git', 'airflow', 'tensorflow', 'pytorch', 'langchain', 'llamaindex']",ml llm llm nlp analysis ml qa llm python архитектура llm llm тестирование ml git docker airflow ml pytorch tensorflow llm langchain llamaindex
5663,88952959,Иннотех,Data Scientist,False,,,От 1 года до 3 лет,Полный день,"['python', 'моделирование']",моделирование архитектура моделирование моделирование документация статистика python ml pandas numpy scikit xgboost hadoop spark маркетплейс
5664,88937954,QSOFT,Ученик на курс backend-разработки (PHP),False,,,Нет опыта,Полный день,,ai ml b2b стажёр php backend тестирование php ооп битрикс24 laravel
5665,88846770,МТС,"Разработчик-исследователь (NLP/ML) / Research Scientist (NLP/ML, MTS AI)",False,,,От 1 года до 3 лет,Удаленная работа,,ai b2b ai nlp ml алгоритм nlp nlp pytorch tensorflow nlp страхование страхование
5666,88845971,Predicto,Machine Learning Engineer,False,,,От 3 до 6 лет,Полный день,['ml'],визуализация ml ml ml прогнозирование ml алгоритм python ml sql ml spark spark
5667,88598293,СБЕР,Junior Data Scientist,False,,,От 1 года до 3 лет,Полный день,"['python', 'sql']",ml автоматизация тестирование моделирование статистика ml pyspark sql excel pandas визуализация python pyspark sql numpy pandas agile ai ai
5668,88872314,AliExpress,Machine learning engineer,False,,,От 3 до 6 лет,Полный день,"['python', 'sql', 'spark', 'hadoop']",алгоритм python ml алгоритм тестирование etl airflow spark hive ci cd hadoop spark ci cd алгоритм hadoop spark airflow catboost xgboost pytorch ci cd numpy pandas docker маркетплейс windows
5669,88750824,Gethins,ML-engineer/ АI-креативщик,False,,,От 3 до 6 лет,Удаленная работа,"['dreambooth', 'python', 'photoshop', 'pytorch']",тестирование ml алгоритм ml python pytorch dreambooth aws photoshop ответственность
5670,88137792,СБЕР,Стажер Data Analyst,False,,,От 1 года до 3 лет,Полный день,,коммуникация алгоритм ml статистика web sql sql sql python pandas визуализация matplotlib статистика алгоритм nlp документация centos pyspark
5671,88303552,АДС,Программист 1С (Junior),False,,,Нет опыта,Удаленная работа,,1с ml 1с 1с 1с 1с 1с мотивация ответственность ответственность
5672,89013860,МегаФон,Data engineer,False,,,От 1 года до 3 лет,Удаленная работа,"['sql', 'python', 'spark', 'hive']",ml sql hadoop pyspark hive автоматизация airflow etl python
